longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-12067,3562,60,127790,24410,60850,21570,38661,1681000
-12063,3559,90,57820,11840,30260,11300,26528,1135000
-12064,3565,90,34660,6730,23560,6190,29926,1582000
-12047,3574,90,42670,7850,20650,6910,37303,1627000
-12029,3556,150,47600,8710,24590,7340,2811,1421000
-1206,356,130,44610,7640,17950,6400,4475,2069000
-12111,3552,90,60440,12220,22390,9720,324,2646000
-12114,3555,130,53830,10700,18800,7960,38019,2712000
-12112,3558,160,41090,7980,12980,6260,34799,3208000
-12092,354,230,20590,3540,6360,2780,36908,2788000
-12085,3538,270,34930,9090,14810,6660,23075,1842000
-12086,3539,230,16640,3550,6290,2790,27344,1883000
-12086,354,210,27870,6410,11060,5010,27043,1862000
-12087,3541,160,21680,4440,7820,3740,30187,2781000
-12094,3542,180,34180,6860,9700,4530,37738,2794000
-12095,3544,300,63460,14100,17690,8870,26864,2836000
-12085,3537,210,10330,1950,5880,1870,28173,2269000
-12083,3536,280,43230,8860,16500,7050,27266,2668000
-12084,3535,270,28630,7110,9300,5330,26205,2211000
-12084,3537,340,32790,7140,13970,6460,25552,2000000
-12089,3537,290,20460,5880,8460,4100,165,2273000
-12084,3533,150,32760,6700,15200,6130,36412,2078000
-12083,3533,140,41550,7870,21120,7550,44766,1927000
-12082,3532,120,35220,6830,17800,6620,33958,2158000
-12083,3532,110,32520,7010,18140,6600,32226,1832000
-12084,3532,150,24190,5380,12790,5220,34762,1896000
-1209,3533,160,15760,2870,5950,2620,3588,2663000
-12084,3532,170,41970,8020,16560,7320,3526,1839000
-12084,3531,230,31000,6030,15150,6090,28493,1961000
-12084,353,150,20620,3270,7810,3160,49359,3177000
-12082,3531,160,39240,6990,13250,6380,25172,2939000
-1208,3533,200,22000,3930,9960,3650,3587,3300000
-1211,356,200,33890,7040,13090,5200,32112,2045000
-12065,3529,360,19400,3150,8500,2980,31818,2496000
-12066,3529,230,19320,4870,13800,4720,19647,2536000
-12066,3529,160,22720,6290,16890,6490,17031,1950000
-12067,353,190,15400,7150,17990,6350,7025,5000010
-12065,3532,200,6260,2120,35740,2610,10298,3000000
-12062,3528,280,39520,5920,14690,5710,63144,3288000
-12065,3529,290,17850,4810,13440,4720,14492,2229000
-12065,3528,320,8960,2400,5480,2310,25455,1659000
-12065,3527,270,20340,3410,7680,3160,42411,2589000
-12065,3527,150,23650,5380,14460,4900,25129,2259000
-12064,3526,210,32980,7160,18620,6870,21507,2215000
-12063,3527,230,16300,2530,7040,2630,5156,2513000
-12066,3529,390,21630,6520,11530,5990,2084,2333000
-12066,3528,310,27730,8440,13580,7940,14036,2096000
-12066,3528,460,20540,5020,11700,4940,21786,2063000
-12065,3527,520,22540,6420,12370,5900,26208,2271000
-12066,3527,460,22170,5440,11070,5270,28009,1926000
-12066,3527,330,16640,4550,10770,4610,16875,1742000
-12066,3527,170,27190,5890,13860,5700,37337,2082000
-12066,3526,150,55400,13190,23830,11650,22656,2262000
-12067,353,320,42020,9860,23090,9560,22165,2317000
-1207,3531,240,35040,5210,14900,5060,46719,3370000
-12068,3529,370,13540,2930,7530,2900,325,2250000
-12069,3528,260,42250,8860,17950,7040,22847,2470000
-12067,3529,440,22360,4110,10360,4370,30833,2193000
-12069,3526,200,12480,2310,7220,2250,4625,2218000
-1207,3528,140,37680,6820,18840,6640,46071,2399000
-12071,3527,90,25680,4210,11490,3980,54287,3316000
-12068,3526,260,17040,3150,9180,3100,32464,2080000
-12069,3525,150,42100,8990,19330,8670,2794,2625000
-1207,3532,460,1180,170,65320,130,42639,3500000
-12052,3524,50,44130,8040,20030,7250,50267,2533000
-12068,3525,160,42080,8970,16340,8060,22868,2337000
-12069,3534,160,1640,300,5420,320,16563,425000
-12081,3519,140,34140,8020,12360,6320,37635,3362000
-12066,352,130,51380,7130,18380,6450,59676,3800000
-1207,3514,170,58050,10970,19190,9320,35352,3578000
-12068,3514,340,31000,6170,11550,5420,30938,2459000
-12066,3513,410,26660,7510,9400,5070,19653,2361000
-12063,3513,160,26800,7040,9750,6190,17878,550000
-12064,3515,70,79220,14420,28630,11970,4849,2750000
-12059,3513,80,66380,10540,27100,9660,46776,2955000
-12056,3513,150,58180,9240,23240,8450,44033,2676000
-12057,3512,390,16560,3330,8660,3170,28824,1952000
-12057,3511,180,29200,5560,10680,5520,35242,1568000
-12059,3511,250,36420,7260,17290,6730,3155,2054000
-1206,3512,220,33420,6440,13420,5930,34509,2177000
-12061,3512,160,16710,3540,9350,3400,25792,1638000
-12059,3512,270,30550,6770,14070,6100,21702,1797000
-1206,3511,170,24950,5240,12920,5010,22625,1530000
-12059,3511,200,30980,5710,14490,6110,35744,1978000
-12061,3512,310,14860,3450,8230,3220,26974,1654000
-12061,3513,160,34310,7210,17770,7010,27301,1904000
-12061,3512,120,34300,7930,18400,7200,29821,1620000
-12061,3511,110,37330,8310,18390,7390,33062,1585000
-12065,3512,190,29490,6620,14250,5480,29615,1781000
-12062,3513,260,39710,8030,17920,7230,27128,2099000
-12062,3511,180,22410,5440,15210,5090,20292,1558000
-12062,3512,220,12400,2940,7680,2880,2655,1600000
-12066,351,190,15830,3920,7040,2690,21042,2683000
-12061,351,140,29190,6910,18960,5770,24003,1421000
-12061,351,170,27990,6370,20150,5920,30536,1436000
-1206,351,160,32900,6860,14970,6550,26875,1782000
-12058,350,370,5230,1190,3740,950,14726,1063000
-12061,3506,130,23640,4210,12570,3800,46167,2731000
-12056,3507,140,67880,12160,28660,10360,33603,2802000
-12052,3506,110,13170,2340,6550,2430,43611,3297000
-1203,351,160,28190,4790,10680,3650,45461,2708000
-12043,3517,160,9470,1630,4770,1370,3851,3150000
-12057,3518,160,52090,9170,22840,8090,40403,3461000
-12048,3505,240,23140,4680,15490,4630,28203,1526000
-12047,3504,290,13150,2790,9260,2490,29375,1448000
-1205,3503,100,104630,17560,46600,17150,35682,2773000
-12048,3502,170,27210,4770,16720,4920,29798,2048000
-12069,3552,260,27580,5710,12910,5220,2925,1814000
-12068,3551,170,17010,2980,9410,2930,43218,2091000
-12068,355,190,33690,6730,18340,6460,37672,1738000
-12067,355,150,27520,5460,14220,5450,32813,1750000
-12066,355,190,18610,3640,10400,3630,33125,1639000
-12066,3549,170,44220,9450,23070,8850,28285,1713000
-12065,3548,190,23100,4710,13410,4410,3225,1669000
-12064,3546,60,58760,14060,28770,13040,25437,1464000
-12069,3549,160,26660,4500,12030,4290,41375,2224000
-12068,3548,150,26080,5250,13510,5020,27798,2058000
-12067,3548,180,23390,4430,10970,4160,33438,1761000
-12066,3547,180,24740,4490,12690,4310,39063,1848000
-12066,3546,170,37480,6090,18600,6120,45179,2256000
-1207,3555,100,39790,7610,18340,6710,35,1721000
-12076,3552,70,96130,16660,44870,16530,36667,2506000
-12071,355,120,30980,4530,14330,4340,52508,2929000
-12056,3548,120,41610,7310,16090,6150,50947,2675000
-11993,352,290,16490,3420,6710,2640,30602,698000
-12049,3535,170,30430,6080,14570,5450,31641,1586000
-12065,3541,150,67250,11110,31390,10290,41875,2616000
-12064,3547,80,4160,1210,9360,970,21154,1172000
-1224,3768,360,35950,8150,16490,7550,33816,2534000
-1224,3768,410,22670,4860,10450,4590,41146,2722000
-12232,3769,480,5920,1220,3400,1430,5966,3152000
-12241,377,230,18170,4000,13760,3820,24113,2142000
-12242,3771,440,20800,4890,17810,4780,36827,2153000
-12243,3771,240,42990,8570,22490,7880,46098,2904000
-12243,377,190,17330,3540,9590,3480,47708,2817000
-12244,377,60,35230,6640,17050,6080,49318,2581000
-12245,377,460,21930,4990,18140,4890,40125,2301000
-12245,3771,500,14410,2830,11590,2860,45417,2337000
-12245,3771,490,22440,4420,19480,4230,47639,2515000
-12245,377,160,64570,13360,43750,12310,51788,2670000
-12246,377,370,10280,2750,9040,2610,35035,2386000
-12246,3769,350,19830,3850,15770,4140,40833,2667000
-12246,377,370,30290,7380,24360,7000,33214,2432000
-12247,377,450,32900,6930,24660,6660,36588,2386000
-12246,3771,440,3640,1020,3390,980,2483,2143000
-12246,3771,450,17990,3940,14360,3890,365,2399000
-12246,377,420,8760,2160,7130,2030,384,2359000
-12247,377,440,20340,4230,14910,3730,45341,2365000
-12247,3771,370,10460,2510,8220,2390,35,2244000
-12246,3771,390,20760,4820,17380,4450,31958,2321000
-12248,377,330,41670,13980,29230,13140,3049,3070000
-12248,377,330,44920,,34770,15370,30546,2979000
-12248,3771,390,36150,6320,15710,6150,51149,3142000
-12248,3771,290,10480,1500,4550,1520,61278,4176000
-12254,377,360,39880,7320,17930,7080,42472,2925000
-12249,3767,350,52750,9030,28920,8420,46771,2664000
-12249,3768,350,24050,4610,15830,4710,50659,2380000
-12249,3767,290,37950,6750,24940,6960,52848,2603000
-12249,377,360,19460,3400,8280,3130,52811,2877000
-12249,3769,360,13440,2580,7820,2650,45,2756000
-12248,3769,330,23470,5120,12590,4810,34492,2643000
-12249,3769,350,26440,4560,14650,4300,49375,2770000
-12249,3769,350,25760,4430,12730,4330,47391,2728000
-12247,377,470,7370,1260,3700,1360,3775,2813000
-12247,3769,270,24470,7200,21040,6570,3449,2391000
-12247,3769,300,8370,2130,6060,1990,4875,2588000
-12248,3769,420,29930,5120,15940,5460,44821,2524000
-12248,3769,430,26610,4550,13840,4560,42421,2575000
-12246,3769,260,43020,11250,33200,11000,34375,2777000
-12246,3768,230,28120,7690,19830,6810,29413,2294000
-12247,3769,350,17200,4210,14520,4250,35909,2561000
-12247,3769,340,19540,3570,11300,3670,46447,3045000
-12247,3768,310,40770,7770,25440,7380,45337,3067000
-12248,3768,310,35060,6530,22960,6450,55647,2687000
-12248,3767,150,28970,7280,23400,7200,33906,3037000
-12248,3767,310,26090,4330,17460,4640,51054,2945000
-12249,3768,340,37180,6760,25100,6320,53311,2708000
-12248,3767,140,33950,10590,22580,9450,2964,3197000
-12245,3769,170,23590,5010,8840,5040,30625,875000
-12245,3767,350,4910,980,2740,970,44286,2386000
-12247,3767,200,56890,9920,37520,10020,55845,3043000
-12247,3766,180,41720,8060,32260,7900,57535,2979000
-12246,3767,160,33720,11010,20490,10210,41303,1465000
-12246,3766,150,60820,12840,38610,11980,54221,2847000
-12246,3765,210,27510,5020,20270,4910,52573,3229000
-12245,3767,360,16640,3260,9630,3220,47813,2464000
-12245,3766,350,27380,5090,15450,4930,53446,2633000
-12246,3766,360,25350,4510,13900,4360,53398,2609000
-12245,3766,360,54560,9260,27610,9160,47755,2807000
-12244,3765,380,52770,10080,26950,9970,39722,2762000
-12243,3766,290,35410,7860,22590,7700,43039,2784000
-12244,3766,210,51080,15100,32880,14050,31927,2526000
-12244,3766,360,14470,2760,7990,2750,47639,2656000
-12244,3767,350,18140,3650,10250,3840,4425,2684000
-12242,3767,420,22740,4290,12550,3970,51205,2263000
-12241,3766,370,21550,4460,12550,4280,38438,2507000
-12242,3766,410,21890,4140,10630,4090,47361,3026000
-12242,3766,280,35200,6720,17460,6020,49236,2735000
-12242,3766,360,7250,1210,3350,1400,4125,3276000
-12241,3766,320,13850,3560,10960,3530,4475,2467000
-12241,3766,340,10750,3180,9060,2940,30052,2425000
-12241,3766,400,12940,3080,11770,3010,36667,2188000
-12241,3766,370,6940,1880,6580,2250,46103,2375000
-12241,3766,440,4310,1950,6820,2120,32833,2333000
-12241,3765,320,34360,8680,25830,8170,35039,2324000
-12242,3766,260,32530,9320,22460,8550,26631,2440000
-12243,3766,430,17690,3870,11020,3770,45493,2815000
-12242,3765,390,44020,8940,29410,8870,38565,2398000
-12243,3764,340,84000,18120,41010,17170,41033,3010000
-12243,3764,420,40910,7570,18610,7710,4207,2727000
-12245,3764,190,63260,10250,34440,9840,62498,3533000
-12246,3764,260,28060,3750,16170,3960,53922,3537000
-12246,3765,160,86760,16330,51300,15740,48096,2620000
-12246,3764,170,35230,6690,21500,6660,45938,2512000
-12247,3765,270,81030,16550,50230,16050,46452,2362000
-12253,3766,250,77780,14930,46740,14510,54694,2724000
-12253,3765,200,45820,11240,23250,10400,40556,2750000
-12248,3765,390,33480,6660,18170,6680,42593,2274000
-12249,3763,310,31090,6210,14720,6180,5155,2639000
-12249,3763,340,6960,1450,3980,1620,3525,2541000
-12249,3763,310,12560,3280,7850,2970,32446,2346000
-12253,3763,270,25890,6580,13860,6080,29087,2282000
-12248,3764,70,1200,210,500,270,125,2810000
-12247,3761,340,45510,8370,22080,8340,54364,2793000
-12254,3762,350,14810,2770,7470,2540,44286,2621000
-12249,3759,350,26830,4750,14980,4840,51282,2625000
-1225,3759,360,15210,2530,7360,2410,43542,2375000
-1225,376,350,21970,3690,9710,3260,425,2417000
-12255,3759,310,13310,2450,5980,2250,41827,3455000
-12251,3758,200,640,210,590,210,22375,4500000
-12249,376,330,35070,6690,16970,6600,40795,2706000
-12248,3759,290,58890,9590,27840,9230,53991,2730000
-12248,3757,340,46480,8060,22820,8140,45556,2490000
-12246,3759,210,129020,21180,61600,20820,57653,3258000
-12246,3763,220,67280,13820,37830,13100,50479,2804000
-12245,3762,260,35070,5120,17120,5090,67206,3446000
-12245,3763,280,49460,8480,26830,8240,5748,3021000
-12244,3763,350,51130,9590,30040,9640,47625,2813000
-12243,3763,340,41350,6870,21540,7420,49732,3423000
-12243,3761,210,102520,25950,47900,24280,41692,3445000
-12241,3762,490,14640,3020,6360,2590,425,2841000
-12241,3761,460,29750,6430,14790,5770,38214,2736000
-12242,3761,370,18660,3000,8220,3050,47,3413000
-12242,3762,390,13550,2140,6820,2460,63443,3247000
-12242,3762,400,15450,2640,7560,2820,44643,3081000
-12242,3761,170,10400,4320,6690,4050,41513,1375000
-12242,3763,460,18110,3370,7960,3330,343,2929000
-12242,3762,430,23670,4090,11410,4000,48295,3190000
-12242,3762,360,10170,1650,4070,1590,48,3068000
-12242,3762,360,15380,2560,6710,2470,44091,3179000
-12241,3762,390,31190,7580,18070,6960,32216,2427000
-1224,3762,320,35860,9210,22490,9110,31058,2530000
-12241,3763,390,42200,10550,27200,10460,2639,2425000
-12242,3764,410,980,200,680,190,2225,2125000
-12243,3763,150,27480,9970,14470,9010,35214,1442000
-12242,3763,460,660,110,300,120,2375,2750000
-12241,3763,370,12520,2750,8780,2870,42262,2285000
-12241,3763,350,8650,2260,6020,2170,30,2291000
-1224,3762,440,16190,3620,10640,3350,40238,2242000
-12241,3764,380,12040,2680,9210,2470,44464,2154000
-1224,3761,350,20840,5490,10770,5450,31628,3184000
-12238,376,330,25770,5900,18670,5660,33632,2651000
-12239,376,360,17700,4990,12250,4590,256,2731000
-12241,3761,420,16020,2620,7050,2550,57398,3364000
-12241,3761,430,19340,3030,8470,3000,47381,3474000
-12241,376,310,44240,8340,19150,8170,41364,4120000
-12242,376,340,35620,5650,15420,5630,58783,4051000
-12241,376,260,27540,4020,11280,3950,63719,4669000
-12241,3759,340,39310,6220,17170,6210,62946,4500000
-12241,3759,400,24010,3830,8940,3560,56493,4224000
-1224,376,300,53510,11340,25580,10740,35817,3693000
-1224,376,520,13800,2030,5300,2100,6221,4203000
-12239,376,440,23040,3840,9860,3790,4652,3871000
-12239,376,340,7070,,3810,1560,4375,3409000
-12239,3759,320,44970,,18460,7150,61323,5000010
-1224,3759,220,27540,4770,11630,4790,62306,5000010
-12238,3759,310,30520,8440,15810,7880,30744,4577000
-12238,3759,440,20890,3480,8370,3170,46628,4592000
-12239,3758,360,60260,8520,23140,8920,78997,5000010
-1224,3758,260,32810,,11450,4800,6358,5000010
-12239,3759,330,20640,2990,8130,3030,60374,5000010
-12239,3757,350,5200,830,1850,760,64865,4500000
-12237,376,260,150,30,110,30,5048,3500000
-12237,3759,390,46450,11960,21560,11130,34412,3538000
-12238,3759,490,16570,2660,6130,2700,57837,3781000
-12237,3759,520,22720,4030,9630,3760,57245,5000000
-12237,3758,520,21880,3610,9170,3570,44,5000000
-12238,3758,520,17040,2260,6710,2430,84704,5000010
-12238,3758,520,20390,2990,7720,3030,6471,5000010
-12236,3758,520,30840,5950,13240,5710,50756,3742000
-12236,3758,370,33250,7340,14680,6920,40987,4340000
-12237,3758,430,25060,4320,9670,4280,47404,5000010
-12237,3758,520,19000,2900,6650,2760,45486,5000010
-12234,3759,440,13950,2690,7360,2880,56206,3864000
-12233,3758,400,23620,4680,9920,4250,47917,3599000
-12234,3758,500,27840,7430,16220,6980,38413,3722000
-12235,3758,520,24950,4580,10810,4710,40855,4108000
-12236,3759,200,26380,8540,13520,7180,35125,3506000
-12235,3758,300,50390,15640,21290,15360,33469,3450000
-12235,3758,260,8540,2460,3960,2310,28393,3750000
-12234,3757,390,26470,6160,12540,5550,42407,4338000
-12235,3757,520,20590,3450,8000,3080,497,5000010
-12237,3758,340,26970,3130,8100,2790,124291,5000010
-12236,3757,350,17740,2050,5880,2070,107339,5000010
-12236,3756,320,46840,5400,15120,5110,150001,5000010
-12237,3756,210,71890,8740,24400,8460,116833,5000010
-12234,3756,390,35620,3910,11390,3910,126417,5000010
-12234,3755,250,44700,5180,15070,5040,133913,5000010
-12236,3754,230,61840,7470,21650,7000,101675,5000010
-12235,3756,520,16590,1910,5190,2010,144219,5000010
-12234,3757,520,26350,4080,9670,3740,70422,5000010
-12234,3757,520,25470,3730,8760,3590,82598,5000010
-12235,3757,520,21700,2690,7840,2740,104286,5000010
-12234,3757,280,37510,9490,16910,8460,39728,3000000
-12233,3757,430,25430,6210,13010,6060,31111,3184000
-12233,3757,270,30850,8760,14530,8960,34333,2900000
-12233,3758,270,51440,14810,25180,14470,34836,2879000
-12233,3758,280,27840,7360,15340,6850,338,2854000
-12231,376,340,32250,7260,19580,6560,36811,2730000
-12231,3758,440,19900,4420,11410,4240,39696,2583000
-12231,3757,450,11650,2360,8450,2510,41875,2673000
-12233,3758,430,17720,4220,15730,4010,27474,2331000
-12232,3757,420,25740,6140,23770,5880,32891,2379000
-12232,3757,330,33840,8190,26260,7930,32285,2348000
-12232,3757,520,4990,1480,3180,1450,29934,2563000
-12231,3757,420,31570,6760,16030,6290,37422,2926000
-12232,3756,440,5370,1730,3550,1940,28571,2500000
-12233,3757,200,21260,6430,11120,5970,3625,2833000
-12232,3756,90,11500,2870,3770,2430,38317,2375000
-12233,3756,340,63940,16190,24000,14960,34902,5000010
-12232,3756,490,20160,2990,6910,2880,5549,5000010
-12232,3756,260,23390,7040,12830,6540,3162,4150000
-12233,3756,500,19750,2450,6440,2510,100743,5000010
-12232,3755,500,25010,4330,10500,4100,46406,5000010
-12233,3755,510,25650,3320,8700,3090,93694,5000010
-12234,3755,440,24650,3280,8430,3240,69533,5000010
-12231,3756,520,23510,4940,11260,4820,39688,3569000
-12231,3755,520,9000,1830,3710,1660,325,2964000
-12232,3755,460,14370,2660,6070,2630,48068,3697000
-12232,3755,440,21510,4110,8490,3700,44583,3971000
-12233,3755,330,21990,3120,8270,3190,61349,5000010
-12232,3754,340,36610,6920,16080,6560,50774,4072000
-12234,3753,270,33390,4810,13540,4580,73081,4646000
-12233,3753,180,44930,7600,17840,7250,67042,4130000
-12235,3753,270,21690,3050,9050,3190,77743,4531000
-12234,3752,340,35590,5600,17470,5500,66959,4112000
-12233,3753,250,17290,3830,7690,3520,40417,4585000
-12232,3752,170,66450,10340,25570,10320,63892,4808000
-1223,3753,370,13380,2150,5350,2210,54351,3766000
-1223,3753,400,18330,3080,7510,3060,60,3842000
-1223,3753,380,9840,1710,4290,1570,53261,3768000
-12231,3752,350,18170,2620,6590,2620,68336,4572000
-12231,3753,390,11600,1910,5080,1850,59539,3791000
-1223,3754,390,42920,10970,17580,9870,29405,3405000
-1223,3753,430,17480,3660,9840,3710,45116,3378000
-12229,3753,410,8390,1900,4190,2150,5012,3682000
-12231,3754,450,12220,2200,4920,2050,5539,3969000
-12231,3754,460,24440,3970,9520,4020,475,3882000
-12231,3753,410,16080,2690,6760,2670,46125,3617000
-12232,3753,390,27950,4640,11830,4430,5779,3871000
-12231,3755,270,39310,9330,18770,8510,39722,3541000
-12231,3754,490,13400,2810,6600,2840,4163,3938000
-12231,3754,380,19460,4070,9750,4170,40726,3854000
-12231,3754,420,11590,2610,4650,2470,31842,3528000
-1223,3755,350,36750,7350,19300,7150,39833,3428000
-12231,3755,450,5070,1400,3050,1390,26159,2729000
-12231,3756,450,16850,3210,8150,3140,42955,3097000
-12231,3756,360,17270,3400,9520,3370,47917,3160000
-12231,3756,450,17920,3010,8290,3180,49013,3301000
-12231,3756,400,13510,3300,7010,2970,332,2929000
-12231,3757,370,14370,3050,9790,3310,40,2737000
-12231,3757,310,21970,4770,11930,3940,46371,2711000
-1223,3757,360,19730,3520,11690,3700,5033,2709000
-1223,3756,370,19620,3670,12670,3820,47344,2718000
-1223,3757,360,24060,4360,11890,4030,47917,2761000
-12229,3756,340,16930,2810,8460,2910,53683,3394000
-1223,3756,360,13790,2280,7500,2270,55381,2820000
-12229,3756,360,8050,1400,4450,1390,58221,2894000
-1223,3756,350,18730,3510,9450,3330,55184,2748000
-12229,3756,120,64740,14670,25160,13900,50353,3058000
-12226,3755,170,45760,8140,19410,8070,59572,4438000
-12226,3755,170,13210,4250,6830,4080,47045,5000010
-12227,3755,160,47890,8160,18400,7630,67474,3382000
-12226,3754,160,21180,3330,7700,3180,72477,3760000
-12227,3755,150,19580,2820,8110,2840,81221,4833000
-12228,3755,170,41990,6290,20200,6300,61228,3757000
-12227,3756,170,32110,8470,15530,8120,49434,2921000
-12227,3756,50,49210,11790,18100,10730,56936,3222000
-12226,3754,130,14220,2950,3950,1950,53247,3278000
-12226,3754,50,32640,4420,16070,4530,91415,5000010
-12226,3754,50,16490,3880,7790,3760,69635,4173000
-12227,3754,50,21400,4200,9900,3940,6035,4388000
-12227,3754,160,39130,5650,17520,5570,73644,4197000
-12227,3754,150,21260,3100,9050,3060,89083,5000010
-12226,3756,230,72830,13420,33990,12980,56683,3910000
-12226,3757,230,79950,12540,34840,11980,65948,4040000
-12225,3756,190,79760,14060,34370,13380,56396,4303000
-12229,3755,270,37890,8740,22430,8660,439,2701000
-12228,3754,240,51140,13570,31690,12680,39699,2932000
-12229,3754,430,22680,4380,11510,4490,49091,2932000
-12228,3754,370,9910,1800,4630,1770,51701,2942000
-12229,3754,390,14590,2850,7610,2910,50081,2981000
-12229,3754,410,17430,3490,8110,3490,49464,2824000
-12229,3753,350,20430,5110,10890,5040,30278,3106000
-12228,3753,150,54170,11990,25930,10980,48047,4380000
-12228,3753,340,19800,3850,9700,3910,51207,3109000
-12227,3753,430,11450,2300,5860,2540,35,2674000
-12228,3753,250,37100,10150,20680,9580,35445,2867000
-12229,3752,330,41040,7510,18370,7710,53506,3881000
-12228,3752,270,29580,6550,12850,5770,40801,3978000
-12228,3752,290,15260,3550,7240,3150,40313,4352000
-12228,3752,380,21970,3570,12280,3730,54719,3979000
-12229,3752,380,37670,6030,14550,6150,68787,3868000
-1223,3752,380,27690,3870,9940,3950,55902,4170000
-1223,3751,350,27890,4450,11560,4040,54322,3910000
-1223,3752,320,22970,3470,8710,3420,81039,3822000
-12231,3752,240,23280,3350,9690,3540,77364,4358000
-12232,3752,260,40420,5910,16110,5780,84693,4192000
-12231,375,220,140340,30200,62660,29520,43939,4912000
-12227,3752,350,10510,2590,5170,2340,37,3397000
-12227,3751,360,14060,2240,5980,2370,58964,4148000
-12229,3751,350,30400,5200,13740,5180,61004,4264000
-12226,3752,340,4830,1310,2910,1570,30833,2563000
-12226,3751,460,6720,1490,3510,1360,53264,2581000
-12225,3751,450,9890,1740,5040,1800,48382,2894000
-12225,375,440,3480,790,1540,730,47708,2538000
-12227,3751,390,39960,7930,17440,7610,45075,3649000
-12226,3751,290,37030,10750,16110,10250,27075,3238000
-12226,375,240,23070,5100,8420,5070,36111,3415000
-12226,375,520,8780,1860,3930,1860,37045,3605000
-12225,375,450,18120,3360,7520,3290,495,3450000
-12225,3749,430,26070,4770,12250,4610,4224,3496000
-12225,3749,400,27090,5210,11560,5100,46366,3955000
-12225,3749,440,44200,7430,17900,7350,6142,3947000
-12226,375,440,69830,11310,28180,11150,56271,3748000
-12228,3751,330,47190,,19800,7570,61064,4050000
-12228,375,330,64990,9980,26940,9570,74787,4313000
-12228,3749,250,73350,11570,26260,10490,65475,5000010
-12228,3749,290,41480,6350,16380,6270,6912,4572000
-12227,3748,260,35420,5070,13920,5240,85184,5000010
-12226,3748,340,44530,6820,18050,6720,56038,4513000
-12229,3748,150,54800,8920,20090,8310,74678,5000010
-12227,3747,440,30220,4730,12350,4770,67058,4959000
-12226,3746,260,50670,7500,19960,7280,70001,5000010
-12228,3747,440,8630,1140,2810,990,68879,5000010
-12224,3747,410,11830,2030,4550,1710,51071,3141000
-12225,3748,370,35070,5690,16630,6080,50863,4403000
-12224,3747,400,15040,2700,6890,2870,61244,3088000
-12225,3747,380,6450,1240,2650,1030,54688,3050000
-12225,3747,350,31830,5150,13130,4870,59062,3832000
-12225,3748,450,27430,3900,9740,4000,71621,5000010
-12224,3748,450,41260,6960,17220,6680,48966,3621000
-12224,3748,400,44590,10270,20800,9820,35322,3619000
-12224,3748,470,24230,4070,10100,4070,62154,3627000
-12224,3749,300,29560,5900,11910,5940,37463,4276000
-12224,3749,380,41050,9500,25610,9090,38684,2656000
-12221,3748,390,15350,3400,12040,3700,28482,2472000
-12223,3749,110,8400,3290,13380,3450,23333,2417000
-12221,3749,240,25280,9470,24370,8610,22746,2250000
-12222,3748,470,25700,7830,31070,7240,28058,2295000
-12222,3748,340,15410,5840,15640,5580,256,2500000
-12224,3749,190,3220,1120,1910,1020,25833,5000010
-12224,3755,30,61640,11750,21980,9750,67413,4359000
-12225,3753,160,44280,6640,16770,6230,76864,4225000
-12226,3753,40,52330,11090,16900,9070,62007,3118000
-12225,3752,140,14720,2910,8760,2920,43594,3660000
-12221,3752,180,29620,9450,16390,8510,27399,875000
-12219,3748,350,70670,16460,53800,15970,41776,2653000
-12221,3748,200,5050,2160,3260,2160,29286,2375000
-12221,3748,370,13260,3350,17710,3350,30147,2181000
-1222,3748,320,6400,1660,9910,1600,19844,2700000
-1222,3748,410,7330,1550,6520,1400,51654,2336000
-1222,3748,300,11700,2580,6100,2430,34427,2635000
-12219,3748,450,8860,1650,4920,1730,42708,2670000
-12219,3748,380,13000,2690,6080,2920,45568,2869000
-12219,3747,440,13710,2630,5890,3010,48068,3123000
-1222,3747,440,19270,3320,8460,3620,42083,2782000
-1222,3747,370,10530,2660,9390,2670,31989,3208000
-1222,3747,370,14030,3690,15870,3310,28258,2328000
-12221,3747,330,12660,4150,19910,3340,292,2028000
-12221,3747,260,17770,5550,19660,4970,30472,2110000
-12221,3747,430,7330,1620,4970,1750,32708,2553000
-12222,3747,230,77400,19430,41240,17430,33268,3228000
-12222,3747,350,3670,1130,3980,1090,25,1667000
-12222,3747,280,59560,16120,35710,15490,31864,2728000
-12223,3748,330,31080,8050,18950,7170,33015,2677000
-12223,3747,390,52640,12590,30570,12650,3623,2766000
-12223,3748,380,15780,3990,8790,3880,27969,2984000
-12224,3747,350,22830,4910,11480,4360,45556,3186000
-12224,3747,360,20210,4330,11170,4320,3929,3031000
-12223,3746,330,26430,4640,10150,4270,42232,3637000
-12223,3746,260,46700,10390,21030,9330,44167,3338000
-12225,3746,330,68410,9500,26810,9800,71088,4433000
-12224,3746,360,46860,7810,22540,8450,61043,3435000
-12226,3745,170,27420,4410,9860,4210,59285,4960000
-12223,3746,360,60900,10570,30810,10750,56629,3436000
-12222,3746,370,25860,4950,12080,5020,43214,3427000
-12223,3745,340,41770,7230,15860,6600,50457,3951000
-12223,3745,290,16170,2350,7580,2460,77932,4699000
-12222,3746,130,28880,5460,11820,5040,60255,4093000
-1222,3746,400,17230,2080,9760,2090,98892,5000010
-1222,3744,310,23280,2700,7220,2470,150001,5000010
-12222,3744,320,42810,5010,13180,4840,150001,5000010
